"","vote_2020","gender","education","state","household_income","race_ethnicity","census_region","employment","vote_intention","registration","age_group"
"3264","1","Male","College Degree (such as B.A., B.S.)","TX","$100,000 to $124,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3265","0","Male","Associate Degree","NY","$85,000 to $89,999","Other","Northeast","Employed","Yes, I will vote","Registered","ages45to59"
"3266","0","Female","Completed some college, but no degree","OR","$95,000 to $99,999","White","West","Not in labor force","Yes, I will vote","Registered","ages30to44"
"3267","1","Male","College Degree (such as B.A., B.S.)","AZ","$25,000 to $29,999","White","West","Employed","Yes, I will vote","Registered","ages45to59"
"3268","1","Female","College Degree (such as B.A., B.S.)","CA","$45,000 to $49,999","White","West","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3269","1","Female","College Degree (such as B.A., B.S.)","NC","$150,000 to $174,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3270","1","Female","Completed some college, but no degree","NJ","$100,000 to $124,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages18to29"
"3271","1","Male","Completed some college, but no degree","NY","$30,000 to $34,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3272","1","Male","College Degree (such as B.A., B.S.)","OH","$100,000 to $124,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"3273","1","Male","Associate Degree","AZ","$125,000 to $149,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3274","1","Male","College Degree (such as B.A., B.S.)","MN","$100,000 to $124,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3275","1","Male","Completed some college, but no degree","OH","$50,000 to $54,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"3276","0","Male","High school graduate","NY","$15,000 to $19,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3277","0","Male","Masters degree","WI","$125,000 to $149,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"3278","1","Male","High school graduate","LA","$30,000 to $34,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3279","0","Female","High school graduate","FL","Less than $14,999","Other","South","Employed","Yes, I will vote","Registered","ages18to29"
"3280","1","Male","Completed some college, but no degree","MI","$45,000 to $49,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"3281","1","Male","Completed some college, but no degree","NY","$45,000 to $49,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3282","0","Male","Masters degree","MT","$50,000 to $54,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3283","1","Male","Other post high school vocational training","SC","$15,000 to $19,999","White","South","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3284","1","Male","Completed some graduate, but no degree","MI","$55,000 to $59,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"3285","1","Female","College Degree (such as B.A., B.S.)","NY","$45,000 to $49,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3286","1","Female","Other post high school vocational training","NC","$25,000 to $29,999","White","South","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3287","1","Male","College Degree (such as B.A., B.S.)","CA","$175,000 to $199,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"3288","0","Male","College Degree (such as B.A., B.S.)","TX","$150,000 to $174,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3289","0","Male","Completed some college, but no degree","WA","Less than $14,999","White","West","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3290","0","Male","High school graduate","VT","Less than $14,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3291","0","Female","Associate Degree","TX","$80,000 to $84,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3292","0","Male","High school graduate","KY","$15,000 to $19,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3293","0","Female","Completed some college, but no degree","OH","$25,000 to $29,999","Other","Midwest","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3294","1","Male","College Degree (such as B.A., B.S.)","AR","$70,000 to $74,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3295","0","Male","Associate Degree","CO","$30,000 to $34,999","White","West","Employed","Yes, I will vote","Registered","ages60plus"
"3296","1","Male","Completed some college, but no degree","MO","$100,000 to $124,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3297","0","Female","College Degree (such as B.A., B.S.)","TX","$55,000 to $59,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3298","1","Male","Masters degree","FL","$150,000 to $174,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3299","0","Male","College Degree (such as B.A., B.S.)","CA","$125,000 to $149,999","White","West","Employed","Yes, I will vote","Registered","ages60plus"
"3300","0","Male","Completed some college, but no degree","CA","$45,000 to $49,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3301","1","Male","Completed some college, but no degree","MD","$35,000 to $39,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3302","0","Female","College Degree (such as B.A., B.S.)","NY","$175,000 to $199,999","Black, or African American","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3303","0","Male","High school graduate","CA","$60,000 to $64,999","White","West","Employed","Yes, I will vote","Registered","ages60plus"
"3304","1","Male","Completed some college, but no degree","GA","$35,000 to $39,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3305","1","Female","College Degree (such as B.A., B.S.)","TX","$55,000 to $59,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3306","1","Male","College Degree (such as B.A., B.S.)","CO","$80,000 to $84,999","White","West","Employed","Yes, I will vote","Registered","ages60plus"
"3307","1","Male","Associate Degree","IN","$20,000 to $24,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3308","1","Male","Completed some college, but no degree","KY","$60,000 to $64,999","White","South","Employed","Yes, I will vote","Registered","ages60plus"
"3309","0","Male","Associate Degree","NY","$30,000 to $34,999","White","Northeast","Employed","Yes, I will vote","Registered","ages18to29"
"3310","0","Male","Masters degree","FL","$90,000 to $94,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3311","1","Male","Completed some college, but no degree","WI","$100,000 to $124,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"3312","0","Male","Other post high school vocational training","CA","Less than $14,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3313","1","Male","College Degree (such as B.A., B.S.)","NY","$175,000 to $199,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3314","0","Male","Associate Degree","CA","$25,000 to $29,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3315","1","Male","Completed some graduate, but no degree","TX","$100,000 to $124,999","White","South","Employed","Not sure","Registered","ages18to29"
"3316","1","Male","Associate Degree","AZ","$30,000 to $34,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3317","1","Female","High school graduate","PA","Less than $14,999","White","Northeast","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"3318","1","Male","College Degree (such as B.A., B.S.)","NJ","$125,000 to $149,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3319","1","Male","College Degree (such as B.A., B.S.)","FL","$150,000 to $174,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3320","0","Male","College Degree (such as B.A., B.S.)","NY","$100,000 to $124,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3321","1","Male","High school graduate","IL","$50,000 to $54,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3322","0","Male","Completed some college, but no degree","FL","$35,000 to $39,999","White","South","Not in labor force","Yes, I will vote","Registered","ages30to44"
"3323","0","Male","College Degree (such as B.A., B.S.)","TX","$40,000 to $44,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3324","0","Female","Doctorate degree","NJ","$50,000 to $54,999","Black, or African American","Northeast","Employed","Yes, I will vote","Registered","ages18to29"
"3325","0","Male","Completed some college, but no degree","CA","$20,000 to $24,999","White","West","Employed","Yes, I will vote","Registered","ages18to29"
"3326","0","Female","High school graduate","TX","$30,000 to $34,999","White","South","Employed","Not sure","Registered","ages18to29"
"3327","1","Female","College Degree (such as B.A., B.S.)","KY","Less than $14,999","White","South","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"3328","1","Male","Doctorate degree","PA","$200,000 to $249,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3329","1","Female","High school graduate","AL","$40,000 to $44,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3330","1","Male","Completed some college, but no degree","ME","$125,000 to $149,999","White","Northeast","Employed","Yes, I will vote","Registered","ages45to59"
"3331","0","Female","Completed some college, but no degree","DE","$125,000 to $149,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3332","1","Female","High school graduate","MS","$50,000 to $54,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages60plus"
"3333","0","Female","Associate Degree","FL","Less than $14,999","White","South","Employed","Yes, I will vote","Registered","ages18to29"
"3334","0","Female","College Degree (such as B.A., B.S.)","WI","$75,000 to $79,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3335","1","Male","College Degree (such as B.A., B.S.)","TN","$55,000 to $59,999","White","South","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"3336","0","Female","Completed some college, but no degree","NV","$20,000 to $24,999","Black, or African American","West","Employed","Yes, I will vote","Registered","ages45to59"
"3337","1","Female","High school graduate","FL","$150,000 to $174,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3338","0","Male","Completed some college, but no degree","OK","$15,000 to $19,999","Black, or African American","South","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages30to44"
"3339","1","Male","High school graduate","WI","$50,000 to $54,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3340","0","Female","Associate Degree","VA","$20,000 to $24,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages30to44"
"3341","1","Female","College Degree (such as B.A., B.S.)","FL","$125,000 to $149,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3342","1","Male","College Degree (such as B.A., B.S.)","OH","$35,000 to $39,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"3343","1","Female","Completed some college, but no degree","IL","$100,000 to $124,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3344","0","Male","Other post high school vocational training","KS","Less than $14,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages30to44"
"3345","1","Female","High school graduate","MS","$20,000 to $24,999","White","South","Employed","Yes, I will vote","Registered","ages60plus"
"3346","0","Female","Masters degree","TX","$45,000 to $49,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3347","1","Female","Completed some college, but no degree","FL","$100,000 to $124,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3348","0","Male","High school graduate","IA","Less than $14,999","White","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"3349","1","Female","Completed some college, but no degree","AK","$25,000 to $29,999","White","West","Employed","Yes, I will vote","Registered","ages18to29"
"3350","1","Male","College Degree (such as B.A., B.S.)","OK","$125,000 to $149,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3351","1","Male","Completed some high school","WA","$70,000 to $74,999","White","West","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3352","1","Female","High school graduate","MI","Less than $14,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3353","0","Male","Completed some graduate, but no degree","CA","$95,000 to $99,999","Black, or African American","West","Employed","Yes, I will vote","Registered","ages18to29"
"3354","0","Male","College Degree (such as B.A., B.S.)","GA","$95,000 to $99,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3355","1","Male","College Degree (such as B.A., B.S.)","CA","$100,000 to $124,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"3356","0","Male","College Degree (such as B.A., B.S.)","OH","$200,000 to $249,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3357","0","Female","Completed some college, but no degree","GA","$15,000 to $19,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3358","1","Male","College Degree (such as B.A., B.S.)","NY","$125,000 to $149,999","White","Northeast","Employed","Yes, I will vote","Registered","ages60plus"
"3359","0","Male","Associate Degree","NH","$150,000 to $174,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3360","1","Male","Completed some college, but no degree","ID","Less than $14,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3361","1","Male","High school graduate","IA","$30,000 to $34,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3362","0","Male","Completed some graduate, but no degree","IL","$30,000 to $34,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3363","1","Male","College Degree (such as B.A., B.S.)","AR","$125,000 to $149,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3364","0","Male","College Degree (such as B.A., B.S.)","VA","$125,000 to $149,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3365","0","Female","Completed some college, but no degree","CA","$25,000 to $29,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3366","1","Male","High school graduate","CA","$65,000 to $69,999","White","West","Not in labor force","Yes, I will vote","Registered","ages30to44"
"3367","1","Male","College Degree (such as B.A., B.S.)","KS","$70,000 to $74,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3368","0","Male","Associate Degree","WA","$125,000 to $149,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3369","1","Male","College Degree (such as B.A., B.S.)","NJ","$40,000 to $44,999","White","Northeast","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages60plus"
"3370","1","Male","Doctorate degree","CA","$200,000 to $249,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"3371","1","Male","Completed some college, but no degree","OR","$15,000 to $19,999","White","West","Employed","Yes, I will vote","Registered","ages60plus"
"3372","1","Female","College Degree (such as B.A., B.S.)","FL","$65,000 to $69,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3373","1","Male","Masters degree","NY","$125,000 to $149,999","American Indian or Alaska Native","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3374","1","Male","High school graduate","AZ","$60,000 to $64,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3375","0","Female","College Degree (such as B.A., B.S.)","NC","Less than $14,999","White","South","Employed","Yes, I will vote","Registered","ages18to29"
"3376","0","Female","Doctorate degree","PA","$75,000 to $79,999","Chinese","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3377","0","Female","College Degree (such as B.A., B.S.)","CA","$35,000 to $39,999","Black, or African American","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3378","1","Male","Completed some college, but no degree","IL","$45,000 to $49,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3379","0","Male","Associate Degree","VA","$70,000 to $74,999","White","South","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3380","0","Male","Doctorate degree","NY","$125,000 to $149,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3381","1","Male","Doctorate degree","IL","$75,000 to $79,999","Black, or African American","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"3382","0","Male","High school graduate","GA","Less than $14,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages18to29"
"3383","0","Female","High school graduate","NC","Less than $14,999","White","South","Employed","Not sure","Registered","ages45to59"
"3384","1","Male","Completed some college, but no degree","MN","$60,000 to $64,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3385","1","Male","College Degree (such as B.A., B.S.)","MN","$50,000 to $54,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3386","0","Female","College Degree (such as B.A., B.S.)","NJ","$175,000 to $199,999","White","Northeast","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages30to44"
"3387","0","Female","College Degree (such as B.A., B.S.)","TN","$35,000 to $39,999","White","South","Employed","Yes, I will vote","Registered","ages18to29"
"3388","0","Female","College Degree (such as B.A., B.S.)","AZ","$50,000 to $54,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3389","0","Female","Completed some college, but no degree","PA","$60,000 to $64,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3390","0","Female","Masters degree","FL","$125,000 to $149,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3391","0","Female","College Degree (such as B.A., B.S.)","IL","$90,000 to $94,999","White","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"3392","0","Female","College Degree (such as B.A., B.S.)","MI","$75,000 to $79,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"3393","1","Female","High school graduate","MI","$20,000 to $24,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"3394","1","Female","High school graduate","OH","$30,000 to $34,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"3395","0","Male","Completed some college, but no degree","AL","$85,000 to $89,999","White","South","Employed","Yes, I will vote","Registered","ages60plus"
"3396","1","Male","College Degree (such as B.A., B.S.)","AZ","$25,000 to $29,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3397","0","Male","Associate Degree","LA","$25,000 to $29,999","Other asian or pacific islander","South","Not in labor force","Yes, I will vote","Registered","ages30to44"
"3398","1","Female","College Degree (such as B.A., B.S.)","LA","$125,000 to $149,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3399","0","Female","College Degree (such as B.A., B.S.)","FL","Less than $14,999","Other","South","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages18to29"
"3400","1","Male","High school graduate","NV","$30,000 to $34,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"3401","0","Female","Completed some college, but no degree","CA","$75,000 to $79,999","Other","West","Employed","Yes, I will vote","Registered","ages30to44"
"3402","1","Female","High school graduate","FL","$100,000 to $124,999","American Indian or Alaska Native","South","Employed","Yes, I will vote","Registered","ages45to59"
"3403","0","Female","Completed some college, but no degree","CA","$85,000 to $89,999","Black, or African American","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3404","0","Male","Completed some graduate, but no degree","KS","$65,000 to $69,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"3405","0","Male","Completed some college, but no degree","PA","$100,000 to $124,999","White","Northeast","Employed","Yes, I will vote","Registered","ages60plus"
"3406","0","Male","Associate Degree","ID","$80,000 to $84,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"3407","0","Female","High school graduate","NY","Less than $14,999","Black, or African American","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3408","0","Female","College Degree (such as B.A., B.S.)","WI","$70,000 to $74,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3409","1","Male","College Degree (such as B.A., B.S.)","WV","$100,000 to $124,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3410","1","Male","Completed some college, but no degree","AZ","Less than $14,999","White","West","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"3411","1","Male","Completed some college, but no degree","TX","$15,000 to $19,999","White","South","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3412","1","Male","College Degree (such as B.A., B.S.)","TN","$50,000 to $54,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3413","1","Female","Completed some college, but no degree","ID","$125,000 to $149,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3414","0","Male","Associate Degree","NY","Less than $14,999","Black, or African American","Northeast","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3415","1","Female","College Degree (such as B.A., B.S.)","NJ","$125,000 to $149,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3416","0","Female","High school graduate","UT","$35,000 to $39,999","White","West","Employed","Yes, I will vote","Registered","ages45to59"
"3417","1","Female","Completed some college, but no degree","IL","Less than $14,999","Black, or African American","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3418","0","Male","Associate Degree","MI","$55,000 to $59,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"3419","1","Male","Completed some graduate, but no degree","SD","$55,000 to $59,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"3420","0","Male","Associate Degree","CA","$85,000 to $89,999","Black, or African American","West","Employed","Yes, I will vote","Registered","ages45to59"
"3421","1","Male","Associate Degree","NY","Less than $14,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3422","0","Male","College Degree (such as B.A., B.S.)","CA","Less than $14,999","Chinese","West","Employed","Yes, I will vote","Registered","ages60plus"
"3423","1","Male","College Degree (such as B.A., B.S.)","MI","$125,000 to $149,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"3424","0","Male","College Degree (such as B.A., B.S.)","IL","$45,000 to $49,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"3425","1","Male","Associate Degree","GA","$95,000 to $99,999","White","South","Employed","Yes, I will vote","Registered","ages60plus"
"3426","0","Male","High school graduate","NY","$40,000 to $44,999","White","Northeast","Employed","Yes, I will vote","Registered","ages45to59"
"3427","1","Male","College Degree (such as B.A., B.S.)","TX","$100,000 to $124,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3428","0","Female","College Degree (such as B.A., B.S.)","NV","$60,000 to $64,999","Other asian or pacific islander","West","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3429","1","Female","Other post high school vocational training","IN","$85,000 to $89,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"3430","1","Female","College Degree (such as B.A., B.S.)","OH","$100,000 to $124,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3431","1","Male","Completed some college, but no degree","NY","$60,000 to $64,999","White","Northeast","Employed","Yes, I will vote","Registered","ages45to59"
"3432","0","Male","Other post high school vocational training","WV","Less than $14,999","White","South","Not in labor force","Yes, I will vote","Registered","ages30to44"
"3433","0","Male","College Degree (such as B.A., B.S.)","CA","$30,000 to $34,999","Other","West","Employed","Yes, I will vote","Registered","ages45to59"
"3434","1","Male","College Degree (such as B.A., B.S.)","IN","$200,000 to $249,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3435","1","Male","College Degree (such as B.A., B.S.)","KS","$35,000 to $39,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"3436","1","Male","College Degree (such as B.A., B.S.)","MT","$30,000 to $34,999","Other","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3437","1","Male","Other post high school vocational training","MN","Less than $14,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3438","1","Male","Associate Degree","DE","$175,000 to $199,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3439","1","Female","College Degree (such as B.A., B.S.)","TX","$125,000 to $149,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3440","1","Female","College Degree (such as B.A., B.S.)","MI","$35,000 to $39,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3441","1","Male","High school graduate","DE","$250,000 and above","White","South","Not in labor force","Not sure","Registered","ages18to29"
"3442","1","Male","Completed some college, but no degree","OH","$45,000 to $49,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"3443","1","Female","Masters degree","NC","$100,000 to $124,999","White","South","Employed","Yes, I will vote","Registered","ages60plus"
"3444","1","Female","Associate Degree","OH","$175,000 to $199,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3445","1","Female","Completed some college, but no degree","IL","$100,000 to $124,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3446","1","Female","Masters degree","NC","$30,000 to $34,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3447","1","Male","Completed some college, but no degree","FL","$35,000 to $39,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3448","0","Female","Completed some high school","MO","$15,000 to $19,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3449","0","Female","Completed some graduate, but no degree","WI","$40,000 to $44,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages45to59"
"3450","1","Female","Completed some high school","MI","$15,000 to $19,999","White","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"3451","0","Female","Masters degree","MA","$90,000 to $94,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3452","1","Female","Masters degree","IN","$40,000 to $44,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3453","1","Male","Associate Degree","FL","$175,000 to $199,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3454","1","Male","Other post high school vocational training","TN","$65,000 to $69,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3455","0","Female","Completed some college, but no degree","MI","$35,000 to $39,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3456","1","Female","College Degree (such as B.A., B.S.)","MA","$100,000 to $124,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3457","0","Male","Other post high school vocational training","MI","$15,000 to $19,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3458","0","Male","Associate Degree","SD","$15,000 to $19,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages30to44"
"3459","1","Male","College Degree (such as B.A., B.S.)","FL","$200,000 to $249,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3460","0","Male","Completed some graduate, but no degree","FL","$125,000 to $149,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3461","1","Male","Masters degree","NY","$150,000 to $174,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"3462","1","Male","Completed some high school","AR","$45,000 to $49,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"3463","1","Male","High school graduate","WI","Less than $14,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3464","1","Male","College Degree (such as B.A., B.S.)","TX","$200,000 to $249,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3465","0","Male","College Degree (such as B.A., B.S.)","NC","$100,000 to $124,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"3466","1","Male","Completed some college, but no degree","NY","$95,000 to $99,999","White","Northeast","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"3467","1","Female","Completed some college, but no degree","NC","$95,000 to $99,999","White","South","Employed","Not sure","Registered","ages18to29"
"3468","0","Female","College Degree (such as B.A., B.S.)","IA","$125,000 to $149,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"3469","1","Male","Associate Degree","IL","$15,000 to $19,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3470","0","Male","Completed some graduate, but no degree","IL","$250,000 and above","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3471","0","Female","Completed some college, but no degree","FL","$20,000 to $24,999","Other","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3472","0","Male","Completed some high school","FL","$125,000 to $149,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages18to29"
"3473","1","Female","Completed some high school","IL","$90,000 to $94,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"3474","1","Female","Masters degree","NY","$50,000 to $54,999","White","Northeast","Employed","Yes, I will vote","Registered","ages18to29"
"3475","1","Male","Completed some graduate, but no degree","AZ","$95,000 to $99,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"3476","0","Male","Completed some college, but no degree","FL","$70,000 to $74,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages45to59"
